hip,hd,ra_deg,dec_deg,vmag,sptype
69896,123998,214.55821047,-81.00760147,4.889999866485596,A2m...
33485,50973,104.40468738,45.09410202,4.900000095367432,A2Vn
113186,216735,343.80676809,8.81609536,4.909999847412109,A1V
66200,118022,203.5329387,3.65902506,4.920000076293945,A1p SrCrEu
72104,129685,221.24664628,-35.19182069,4.920000076293945,A0V
19990,27045,64.31535896,20.57874033,4.929999828338623,A3m
23179,31647,74.81406425,37.8904824,4.929999828338623,A1V
37609,61497,115.751907,58.71048707,4.929999828338623,A3IVn
79375,145570,243.00000648,-10.06418514,4.929999828338623,A3IV
99770,192640,303.63326032,36.8061354,4.929999828338623,A2V
43347,75710,132.44853466,-45.30790977,4.940000057220459,A2III
50933,89822,156.03274518,65.56647366,4.940000057220459,A0sp...
80650,149212,246.99605488,68.76805491,4.940000057220459,A0III
99742,192425,303.56910667,15.19746767,4.940000057220459,A2V
115738,220825,351.73293881,1.25583758,4.949999809265137,A0p
15648,20677,50.36086309,43.32965174,4.960000038146973,A3V
27949,39283,88.71160776,55.7069049,4.960000038146973,A2V
38538,64145,118.37431874,26.76585858,4.96999979019165,A3V
78493,143807,240.36079431,29.85107821,4.980000019073486,A0p...
90156,170073,275.97770388,58.8005852,4.980000019073486,A3V
21644,29573,69.72330721,-12.12307828,4.989999771118164,A0V
115115,219832,349.74021218,-9.610731,4.989999771118164,A0V
118121,224392,359.39571557,-64.29808259,5.0,A1V
97496,187362,297.24437005,19.14197806,5.010000228881836,A3V
98258,188899,299.48758471,-15.49126255,5.010000228881836,A2V
87212,162579,267.26805764,50.78054478,5.019999980926514,A2V
107608,207155,326.93405546,-30.89830582,5.019999980926514,A1V
9836,12869,31.64130188,22.64840404,5.03000020980835,A2m
95261,181296,290.71325245,-54.42372882,5.03000020980835,A0Vn
5317,6658,17.00299391,43.94224107,5.039999961853027,A3m
8241,10939,26.52557865,-53.52218065,5.039999961853027,A1V
65810,117150,202.35523124,-51.16511504,5.039999961853027,A0V
117371,223274,356.97811533,67.80681263,5.050000190734863,A1Vn
25045,35162,80.44278196,-24.77294996,5.059999942779541,A2/A3
2578,3003,8.18247614,-63.03137868,5.070000171661377,A0V
