hip,hd,ra_deg,dec_deg,vmag,sptype
20472,27762,65.82013476,11.37800731,6.639999866485596,A2
21837,29851,70.42514639,-12.47582192,6.639999866485596,A2IV/V
22754,30685,73.41546039,61.48182786,6.639999866485596,A2
23964,32903,77.2683449,49.12189299,6.639999866485596,A3
33854,52479,105.42267559,4.81809882,6.639999866485596,A3Vs
34855,56216,108.19307581,-57.49069461,6.639999866485596,A1/A2V
36837,60629,113.62022447,-26.1167823,6.639999866485596,A0V
41154,70963,125.95575056,-28.97030725,6.639999866485596,A0V
42606,73997,130.25683957,-9.05200513,6.639999866485596,A1Vn
44142,76704,134.85136112,45.73852162,6.639999866485596,A0
46704,82191,142.82252732,27.38729978,6.639999866485596,A0
51472,92683,157.70531633,-86.09067844,6.639999866485596,A1/A2IV/V
62179,110698,191.14580964,-57.28689428,6.639999866485596,A0IV/V
63839,113457,196.25871258,-64.44154317,6.639999866485596,A0V
78333,143259,239.92208421,-7.30203381,6.639999866485596,A0
79229,145127,242.54121342,-24.582337,6.639999866485596,A0V
92396,174567,282.43366641,31.62946227,6.639999866485596,A0Vs
95584,182972,291.62749539,20.25901017,6.639999866485596,A1V
96292,184905,293.68297212,43.94585769,6.639999866485596,A0p
98402,189613,299.91303066,31.82648793,6.639999866485596,A0
100491,192074,305.67143945,-78.96080466,6.639999866485596,A0V
107995,208509,328.19524614,73.70221638,6.639999866485596,A2V
109349,210267,332.28831936,2.73406708,6.639999866485596,A0
112950,216400,343.13694746,3.55223823,6.639999866485596,A0
9188,11860,29.57705821,59.62600215,6.650000095367432,A1IV
14709,20060,47.51360075,-63.9136339,6.650000095367432,A3III/IV
24906,34719,80.07621707,19.57826161,6.650000095367432,A0p
38972,65372,119.62637992,2.93587585,6.650000095367432,A3
42444,73687,129.81217033,-12.73745694,6.650000095367432,A0V
44064,76595,134.61411444,35.80265692,6.650000095367432,A2V
67495,120541,207.46844827,13.19189959,6.650000095367432,A2
68752,122816,211.08956447,-9.25765927,6.650000095367432,A0
74488,135027,228.31159974,-11.00698161,6.650000095367432,A2
78946,145082,241.7482172,47.5050232,6.650000095367432,A0
79081,144667,242.14403299,-39.09279944,6.650000095367432,A1/A2III
87924,163375,269.42051923,-39.10174744,6.650000095367432,A0IV/V
89936,168287,275.25577126,-43.77488698,6.650000095367432,A3m...
90187,169778,276.04560229,42.46695214,6.650000095367432,A2
99927,192913,304.11331731,27.77606655,6.650000095367432,A0p
101206,195710,307.71967205,49.21322898,6.650000095367432,A2
104430,201377,317.31653914,-0.23491698,6.650000095367432,A3
108220,207870,328.86435212,-70.11528049,6.650000095367432,A1/A2V
109810,211048,333.62156789,7.97617615,6.650000095367432,A0
115902,221215,352.24027466,75.22543126,6.650000095367432,A0
3865,4701,12.40522789,47.7639889,6.659999847412109,A2
11889,15703,38.32875682,52.30897804,6.659999847412109,A2
22520,30796,72.68910785,1.14781727,6.659999847412109,A2
24532,34435,78.94609951,-34.92675247,6.659999847412109,A2III/IV
30387,44756,95.84496841,-4.68746859,6.659999847412109,A2V
31058,45720,97.76291694,39.75469053,6.659999847412109,A0
32689,49345,102.29248605,27.19048634,6.659999847412109,A2
36922,60563,113.85517997,7.57996972,6.659999847412109,A0
47336,83452,144.6905667,10.77787342,6.659999847412109,A3
55209,98280,169.58764893,11.98462248,6.659999847412109,A2V
80527,148207,246.5883681,2.50779917,6.659999847412109,A0
87823,163640,269.10172065,18.32702523,6.659999847412109,A0III
88812,165864,271.94824388,9.84892067,6.659999847412109,A0
107336,206766,326.09949284,-4.73088517,6.659999847412109,A2
114373,218725,347.46850622,39.46920875,6.659999847412109,A2Vm
114377,218829,347.48211537,67.24203079,6.659999847412109,A0
115678,220841,351.54907893,70.68540877,6.659999847412109,A2
22093,28985,71.31068687,79.65689678,6.670000076293945,A0
23090,31810,74.54347801,-16.78020186,6.670000076293945,A2IV
40673,70003,124.55335174,-37.37461575,6.670000076293945,A0IV
44512,77557,136.04111617,27.89830962,6.670000076293945,A1V
51075,90386,156.53833753,3.93253256,6.670000076293945,A3V
52795,93526,161.90805587,-15.26192754,6.670000076293945,A0III
60313,107612,185.50876083,16.74479769,6.670000076293945,A2p
86835,161289,266.1477733,2.5790965,6.670000076293945,A0V
87069,161921,266.88279857,18.88935104,6.670000076293945,A0
92219,174366,281.91714901,49.07482911,6.670000076293945,A1V
100526,194444,305.75553117,54.6728912,6.670000076293945,A2
103108,199099,313.35993293,42.41021201,6.670000076293945,A1V
103213,199311,313.66632896,46.23119128,6.670000076293945,A2V
107531,207165,326.69261157,13.71960563,6.670000076293945,A3
2565,2924,8.14402839,27.58077717,6.679999828338623,A2IV
6099,7665,19.57780185,67.81643881,6.679999828338623,A0
27876,39789,88.48998156,-19.63877248,6.679999828338623,A3IV
33643,51418,104.83388245,42.31478161,6.679999828338623,A0p EuSrCr
40777,70075,124.84277135,-20.16427924,6.679999828338623,A1IV
42072,72392,128.62402299,47.13962047,6.679999828338623,A0
46890,82724,143.32368452,-21.39201084,6.679999828338623,A0V
48687,86029,148.93750904,-8.83650257,6.679999828338623,A3
51294,90898,157.1768133,-43.83839851,6.679999828338623,A1V
75161,136300,230.39291779,-44.93817222,6.679999828338623,A0V
81695,150365,250.32772316,-18.05937859,6.679999828338623,A3III
83774,153298,256.82815044,-76.22379359,6.679999828338623,A2IV
90576,170141,277.23899145,-26.58205851,6.679999828338623,A3III
94733,180504,289.1445113,6.59668984,6.679999828338623,A2
95931,184240,292.64363448,56.13618191,6.679999828338623,A0
96252,184787,293.57575716,41.92723898,6.679999828338623,A0
98213,189235,299.3709441,38.45824671,6.679999828338623,A2
105237,203112,319.75011223,39.74932359,6.679999828338623,A0
110434,212186,335.52168318,15.65149052,6.679999828338623,A0
113664,217992,345.31154175,80.78172968,6.679999828338623,A3
2553,2888,8.11160979,43.49481723,6.690000057220459,A1Vn
5942,7615,19.1157389,23.58948149,6.690000057220459,A0
6560,8441,21.07781821,43.14211894,6.690000057220459,A2p...
13892,18484,44.72102934,21.61777032,6.690000057220459,A3
15660,20911,50.42461696,-20.32461508,6.690000057220459,A0V
27015,34109,85.95400975,85.66832839,6.690000057220459,A2V
29135,42133,92.19040709,-7.93631304,6.690000057220459,A2
32466,49148,101.63755207,-14.52375613,6.690000057220459,A1IV/V
39639,66286,121.51060932,59.2487362,6.690000057220459,A0
45152,78792,137.9844274,50.43990905,6.690000057220459,A0
55488,98747,170.45938932,9.16844074,6.690000057220459,A2
58960,105016,181.34587712,-62.97576444,6.690000057220459,A3m...
66171,117851,203.44914633,-39.94569227,6.690000057220459,A1IV/V
70379,126131,215.99051134,-16.101899,6.690000057220459,A1V
79472,146010,243.28326286,21.56614788,6.690000057220459,A2
92047,173609,281.42282857,15.7253979,6.690000057220459,A2
94852,181119,289.50355398,31.02184029,6.690000057220459,A3V
102299,197448,310.91710921,5.39021225,6.690000057220459,A0
106488,205244,323.53171544,-4.36817078,6.690000057220459,A2
4129,5066,13.22233391,38.54885598,6.699999809265137,A2V
6198,7505,19.87232349,80.89419624,6.699999809265137,A0
8296,10920,26.74308789,-13.88873674,6.699999809265137,A1V
15232,19967,49.10370053,66.38033653,6.699999809265137,A0
20735,28358,66.65705444,-40.52942561,6.699999809265137,A1V
30692,45357,96.74511089,0.84104075,6.699999809265137,A1Vn
39480,66299,121.03497213,33.03073613,6.699999809265137,A0
50320,89132,154.1367616,-19.30816453,6.699999809265137,A3V
50574,89681,154.96569567,-47.96123685,6.699999809265137,A3V
52464,92192,160.87305872,80.42709478,6.699999809265137,A0
65551,116717,201.56970553,-48.78654334,6.699999809265137,A0V
70483,126194,216.2543457,-37.44695904,6.699999809265137,A1V
76170,138153,233.36293869,-61.273306,6.699999809265137,A2V
77249,141040,236.60001695,15.5266861,6.699999809265137,A3
83480,154145,255.92274281,-0.14591149,6.699999809265137,A2
84269,155663,258.40304282,-15.56028752,6.699999809265137,A3V
88152,163761,270.06737686,-47.5537736,6.699999809265137,A0V
95574,182678,291.60227665,-14.55119316,6.699999809265137,A0V
96009,184057,292.81736863,33.47077906,6.699999809265137,A2
96416,184884,294.033495,11.15017937,6.699999809265137,A3V
96938,185905,295.59430506,-24.85924653,6.699999809265137,A3/A4IV
98643,189825,300.54397052,-4.98978212,6.699999809265137,A0
104313,200856,316.97432842,-48.94001436,6.699999809265137,A0V
109220,210000,331.89691304,-14.49069019,6.699999809265137,A2/A3III
109591,210820,333.00746093,47.09561859,6.699999809265137,A0
118177,224492,359.58807585,35.01302304,6.699999809265137,A3
424,3,1.29075302,45.22907883,6.710000038146973,A1Vn
5886,7551,18.89843609,0.91244873,6.710000038146973,A2
17000,22578,54.669617,22.6597217,6.710000038146973,A0
25136,35134,80.69053092,2.79632951,6.710000038146973,A0
38800,64347,119.11135122,56.50450871,6.710000038146973,A2IV
41782,71866,127.79442283,40.22495021,6.710000038146973,A0pvar
49294,87318,150.92345878,-25.31673522,6.710000038146973,A0V
77435,141164,237.11110985,-23.83401521,6.710000038146973,A2IV/V
80152,146310,245.40626976,-71.87383134,6.710000038146973,A0V
97001,186465,295.73440148,40.72175702,6.710000038146973,A0
97647,187730,297.68783227,20.2113987,6.710000038146973,A2
98406,189359,299.92298332,-1.97032891,6.710000038146973,A2
101452,196133,308.41508749,45.17555196,6.710000038146973,A0p
102390,197684,311.22740026,12.312656,6.710000038146973,A0
102430,197961,311.33743785,46.354847,6.710000038146973,A1IV
104539,201671,317.63358351,22.45466435,6.710000038146973,A1V
108814,209380,330.66039078,15.9865365,6.710000038146973,A0
114054,218173,346.46884955,-7.93669575,6.710000038146973,A0
3058,3519,9.70521269,59.82616136,6.71999979019165,A0
9403,12112,30.20180403,59.95939566,6.71999979019165,A3IV
16143,21437,52.00582031,20.46427262,6.71999979019165,A3+...
16859,22374,54.24181123,23.21111378,6.71999979019165,A2p
42628,73871,130.31379013,20.47690205,6.71999979019165,A0III
60850,108561,187.07684838,4.3966023,6.71999979019165,A0
63276,112563,194.50415065,-38.9172108,6.71999979019165,A3V
78221,142808,239.60010885,-44.08073828,6.71999979019165,A2V
82792,152521,253.78620595,-31.40248342,6.71999979019165,A0/A1V
82871,154528,254.04230303,77.65271094,6.71999979019165,A0
87633,163015,268.51539348,-1.61926406,6.71999979019165,A0
88900,166280,272.2206845,24.96664299,6.71999979019165,A0
106108,204812,322.40300599,46.42645377,6.71999979019165,A3
254,225068,0.78466955,42.74791705,6.730000019073486,A2
8122,10638,26.09486099,32.51604103,6.730000019073486,A3
17923,23964,57.49184638,23.84880339,6.730000019073486,A0V...
18113,23909,58.08615724,62.34481973,6.730000019073486,A2
19878,27066,63.94288411,-23.23780477,6.730000019073486,A1V
33574,51986,104.64900139,-23.8808636,6.730000019073486,A0V
35467,57767,109.8254181,-58.0523602,6.730000019073486,A1m...
42728,74496,130.61797403,-47.52120914,6.730000019073486,A0m...
46065,81254,140.91477315,-33.20049985,6.730000019073486,A3V
50525,89528,154.79505945,-34.61655191,6.730000019073486,A1V
55769,99305,171.41446085,3.30124291,6.730000019073486,A2
67270,120025,206.80511081,-19.25575373,6.730000019073486,A2/A3m...
71008,127663,217.83521244,43.38233354,6.730000019073486,A2
86627,161019,265.50664766,27.6450939,6.730000019073486,A3
90999,171654,278.44859256,46.21912094,6.730000019073486,A0
93649,177120,286.05915637,-22.89650648,6.730000019073486,A0V
104324,201221,317.0028372,5.15165727,6.730000019073486,A2
105430,203535,320.33515193,46.72979943,6.730000019073486,A2
105688,203924,321.09439966,30.93661702,6.730000019073486,A2
110707,212600,336.45018547,-20.23699494,6.730000019073486,A1V+G8/K1III
116188,221583,353.12207528,72.00098082,6.730000019073486,A2
3240,3802,10.30310097,52.19773368,6.739999771118164,A0
10194,13442,32.76702675,-15.0707768,6.739999771118164,A2IV/V
14021,18654,45.13127786,18.00503794,6.739999771118164,A0
16661,22634,53.6031179,-65.76425833,6.739999771118164,A3V
21377,29173,68.8087422,-9.73633417,6.739999771118164,A1m
21446,29207,69.08172039,11.4125187,6.739999771118164,A0
25702,35985,82.32979469,18.36571192,6.739999771118164,A2
31922,45560,100.06919219,79.59947697,6.739999771118164,A1V
34546,54159,107.3571631,36.56329092,6.739999771118164,A0
52816,93668,161.98119977,-52.24610816,6.739999771118164,A0V
70282,125981,215.69343451,-0.63709953,6.739999771118164,A0
74749,135774,229.14911128,9.7130066,6.739999771118164,A2
75247,136486,230.63835146,-44.29286012,6.739999771118164,A1/A2V
77652,142282,237.79202537,52.90699863,6.739999771118164,A0...
78448,143806,240.22889566,39.17748897,6.739999771118164,A0
79047,144937,242.02388651,10.08050512,6.739999771118164,A3
81073,149305,248.39179389,10.36907382,6.739999771118164,A3
92346,174369,282.30954988,25.0465826,6.739999771118164,A1V
96313,184761,293.74554324,27.22525224,6.739999771118164,A3
99257,191940,302.23665341,62.0766685,6.739999771118164,A0
100192,193349,304.83816596,14.37070327,6.739999771118164,A0
102037,197102,310.17608727,26.07921536,6.739999771118164,A0
109342,210387,332.2717823,44.85475545,6.739999771118164,A0
118309,224674,359.94922017,11.27342446,6.739999771118164,A2
9858,12884,31.70477753,29.26941907,6.75,A2
32964,49951,102.99252755,25.66297957,6.75,A2
42101,72441,128.72297251,48.53378578,6.75,A0
45545,80205,139.2416486,-45.01197504,6.75,A0V
58591,104316,180.21957234,70.23782292,6.75,A0
64218,114268,197.42668862,-16.51519285,6.75,A2V
71206,128092,218.43606491,43.00770583,6.75,A2
75436,136961,231.17438982,-35.91706693,6.75,A0/A1V
87385,164056,267.85357982,74.56908733,6.75,A3
97655,187570,297.70272598,-4.6940767,6.75,A2
100734,194453,306.35593936,6.64181321,6.75,A0
104728,202126,318.22243236,35.79771906,6.75,A2
118285,224687,359.87655685,86.70640708,6.75,A0
6624,8627,21.25240598,-5.94640949,6.760000228881836,A0
10482,13885,33.79000705,0.72019555,6.760000228881836,A2
19836,27078,63.7961416,-37.19690064,6.760000228881836,A3V
23363,32219,75.35687645,-0.69684599,6.760000228881836,A3
24528,34324,78.93295628,-22.8943734,6.760000228881836,A3V
25542,35544,81.91332879,43.36793799,6.760000228881836,A0
27083,38312,86.13829709,-6.86427477,6.760000228881836,A2
28424,40204,90.04015682,51.08095554,6.760000228881836,A0
32333,48548,101.23482869,22.83738214,6.760000228881836,A2
35995,58462,111.27835392,-14.88323228,6.760000228881836,A1V
40514,74566,124.07271791,-86.55740379,6.760000228881836,A1IV/V
45176,79290,138.09123949,-28.94764419,6.760000228881836,A0V
54311,96441,166.66199429,-28.72751926,6.760000228881836,A1V
55081,98046,169.15183498,-3.96675837,6.760000228881836,A3
56444,100565,173.58920572,-5.5271367,6.760000228881836,A2
59463,106053,182.95139612,77.44077131,6.760000228881836,A0
62141,110746,191.0467413,-2.84253956,6.760000228881836,A2
67461,120448,207.37221642,6.3439088,6.760000228881836,A0
73102,131637,224.10332478,-44.70423785,6.760000228881836,A1V
79204,145886,242.48469614,59.87178614,6.760000228881836,A0
87945,163482,269.48644875,-36.00791079,6.760000228881836,A0III/IV
101349,196420,308.10491456,70.5321369,6.760000228881836,A0
108327,208482,329.19165888,-17.89705676,6.760000228881836,A0/A1V
4811,5944,15.44081197,57.8167019,6.769999980926514,A2
12725,16855,40.89714063,43.53802547,6.769999980926514,A2
19127,25616,61.50878274,46.9256873,6.769999980926514,A2
22245,30365,71.82464509,5.7882641,6.769999980926514,A0
29541,42617,93.37706181,37.15913399,6.769999980926514,A0
33810,52309,105.29105679,11.7746371,6.769999980926514,A2
38231,63432,117.48759205,28.19878472,6.769999980926514,A2
48884,86463,149.55834184,-25.13112151,6.769999980926514,A1/A2IV
50687,89572,155.26528908,41.84938697,6.769999980926514,A0
58465,104125,179.84907569,-57.16796196,6.769999980926514,A2V
63236,112383,194.35936744,-67.96066515,6.769999980926514,A2IV/V
69213,123746,212.55444082,-30.62088787,6.769999980926514,A2IV/V
82829,152491,253.89712594,-43.3159484,6.769999980926514,A1V
87761,163346,268.90627929,2.07492314,6.769999980926514,A3
89955,168403,275.3100863,-39.02170116,6.769999980926514,A0II/III(p)
92384,174115,282.39732814,-19.14233741,6.769999980926514,A1m...
98399,189193,299.89185877,-22.21129829,6.769999980926514,A3IV
103024,199067,313.08734727,55.05121306,6.769999980926514,A2
11075,14688,35.63820512,16.87029607,6.78000020980835,A2V
20257,27516,65.1204694,-1.31632,6.78000020980835,A3
21410,28793,68.93139575,59.40084643,6.78000020980835,A0
23621,32576,76.17417839,14.85910367,6.78000020980835,A3p
32398,48922,101.45857145,-0.71644883,6.78000020980835,A0
36080,58580,111.51412682,-4.53733398,6.78000020980835,A0IV
37975,62195,116.75181115,64.05201517,6.78000020980835,A2...
38249,62976,117.53270188,60.34208833,6.78000020980835,A2
56301,100380,173.13518563,-59.71783231,6.78000020980835,A3V
62232,110848,191.31835456,-28.76602411,6.78000020980835,A3IV/V
63096,112396,193.91270827,54.96122153,6.78000020980835,A0
70346,125630,215.88369983,-66.64496483,6.78000020980835,A2p
71585,128532,219.6039298,-35.2764538,6.78000020980835,A3V
73028,131826,223.86919587,12.43087374,6.78000020980835,A2
78722,144359,241.05626552,34.17875791,6.78000020980835,A0
82841,153680,253.94275889,67.47845587,6.78000020980835,A0
82879,152273,254.06965504,-61.64058358,6.78000020980835,A0IIIp: (Si)
87352,162668,267.73862667,29.99580709,6.78000020980835,A2
88132,164257,270.03048362,6.55393792,6.78000020980835,A0
91408,172228,279.64331628,15.08366782,6.78000020980835,A0
103164,198962,313.5200399,-4.54219479,6.78000020980835,A3
108084,208174,328.47829514,28.34220959,6.78000020980835,A2
113792,217684,345.65739239,-18.54168724,6.78000020980835,A2/A3V
9285,12206,29.83140342,-26.43226448,6.789999961853027,A0V
10099,13285,32.46391878,3.76936092,6.789999961853027,A2
16478,21915,53.04968204,11.54252545,6.789999961853027,A0
18046,24118,57.85541671,25.16295722,6.789999961853027,A2
25298,35859,81.17636352,-52.31297479,6.789999961853027,A2V
29118,42116,92.10577945,-11.14625666,6.789999961853027,A2
30205,44004,95.3245536,42.34037708,6.789999961853027,A0
35603,57949,110.2082126,-51.40472371,6.789999961853027,A3V
43571,76214,133.10300188,-55.3416776,6.789999961853027,A0V
45910,80580,140.41434234,32.26433245,6.789999961853027,A0
50403,89518,154.38156052,-65.42950716,6.789999961853027,A1/A2IV/V
77455,141458,237.21038602,12.72363804,6.789999961853027,A0
89594,169027,274.24488766,68.74169017,6.789999961853027,A0
96610,184327,294.62167294,-65.91423825,6.789999961853027,A1/A2V
97416,187279,296.99849504,31.5062461,6.789999961853027,A0
106049,204699,322.2021574,49.79510516,6.789999961853027,A3
115316,220134,350.33981067,-4.67269023,6.789999961853027,A0
117674,223707,357.97318276,4.74534804,6.789999961853027,A2
297,225124,0.92444478,48.43692667,6.800000190734863,A2
6048,7812,19.42647013,-7.65955931,6.800000190734863,A2
15886,21940,51.15411329,-76.746118,6.800000190734863,A2m...
30925,45941,97.35648556,-22.59112369,6.800000190734863,A1V
32055,48011,100.46090944,14.2167413,6.800000190734863,A2
32688,49381,102.28578564,23.20193732,6.800000190734863,A0
41961,72506,128.29522239,-5.22261271,6.800000190734863,A2
55063,98048,169.08262841,-34.667895,6.800000190734863,A3V
64648,115197,198.78594822,35.44578805,6.800000190734863,A2
72330,130321,221.85685483,2.03580545,6.800000190734863,A2
76579,139780,234.59483512,43.60424959,6.800000190734863,A2
91589,172128,280.18287968,-47.02727395,6.800000190734863,A1/A2IV/V
93275,176583,284.99585762,26.9656732,6.800000190734863,A0
98382,193214,299.83365068,84.66874674,6.800000190734863,A2
99759,194375,303.60864426,80.5318654,6.800000190734863,A0
102876,198626,312.65003836,30.91259438,6.800000190734863,A2
114031,218155,346.38763469,14.95908303,6.800000190734863,A0
5262,6564,16.80778883,49.55546798,6.809999942779541,A0
27822,40201,88.31134101,-61.839417,6.809999942779541,A2V
36875,60929,113.71281461,-44.29614752,6.809999942779541,A0V
41478,72719,126.89117371,-75.35884022,6.809999942779541,A2V
41679,71729,127.45644502,26.19288335,6.809999942779541,A0
44904,78949,137.22264458,-53.59344032,6.809999942779541,A1/A2III
60128,107209,184.97379647,-62.85418392,6.809999942779541,A0Iab
75953,138422,232.69202971,34.46568232,6.809999942779541,A0
97210,186417,296.35138254,-30.90296405,6.809999942779541,A1V
102052,197103,310.22509239,17.57100211,6.809999942779541,A0
102114,197169,310.40684883,13.80880473,6.809999942779541,A2
113975,218151,346.23048039,56.69059653,6.809999942779541,A0
117602,223624,357.74691623,63.98486218,6.809999942779541,A0
5070,6163,16.20781995,74.37212887,6.820000171661377,A0
10180,13295,32.72364037,39.0433344,6.820000171661377,A1Vn
18109,24336,58.07118191,-0.65561414,6.820000171661377,A2
18656,25449,59.9059459,-56.47292844,6.820000171661377,A2m...
31325,46813,98.53379288,-29.62951899,6.820000171661377,A1V + (F)
36687,60086,113.2056896,-2.03434617,6.820000171661377,A0
37013,61435,114.10875774,-54.18719656,6.820000171661377,A0V
39621,66925,121.44878231,2.1651121,6.820000171661377,A0
45511,79914,139.11490359,-13.83416387,6.820000171661377,A3V
49209,87130,150.65428341,-20.42395869,6.820000171661377,A3III
52324,92678,160.37648463,-35.73111736,6.820000171661377,A0V
53836,95534,165.20747218,-52.07496592,6.820000171661377,A0V
54231,96338,166.44069977,-47.44229047,6.820000171661377,A0V
54515,96855,167.3070696,-1.33324824,6.820000171661377,A2
55029,97938,168.98479734,12.61361435,6.820000171661377,A0
66376,118252,204.10905212,-42.41536336,6.820000171661377,A3m...
70220,125817,215.4942091,-1.98806836,6.820000171661377,A2
77315,140817,236.76862736,-35.51028571,6.820000171661377,A0V
81757,151746,250.48840912,73.8872945,6.820000171661377,A2
85278,157611,261.37351856,-29.67062307,6.820000171661377,A2/A3IV
89277,166991,273.26598666,2.98061833,6.820000171661377,A2
89342,166636,273.44785105,-46.31246048,6.820000171661377,A1V
93397,176938,285.33046561,29.51889477,6.820000171661377,A0
95116,181752,290.24938579,19.14538595,6.820000171661377,A0+...
107657,207469,327.09795124,32.79618054,6.820000171661377,A0
111807,214546,339.70846246,4.53021196,6.820000171661377,A3
2415,2714,7.69654001,16.03761493,6.829999923706055,A0
17704,23642,56.87267431,24.28845287,6.829999923706055,A0V...
28349,40143,89.85365917,45.61965578,6.829999923706055,A0
29284,44148,92.61047229,-77.10563282,6.829999923706055,A1V
33517,52196,104.50287191,-46.09589246,6.829999923706055,A0IV
37365,61252,115.05664983,41.16348337,6.829999923706055,A0
38356,63976,117.83535293,-9.40469979,6.829999923706055,A0
40393,68562,123.70424446,43.03506781,6.829999923706055,A0
44476,77640,135.93095291,-5.17137085,6.829999923706055,A0
51936,91955,159.14750829,-28.77183677,6.829999923706055,A2V
57920,103152,178.19253055,15.43647071,6.829999923706055,A2
60235,107422,185.27748556,-42.56198865,6.829999923706055,A0V
68304,122200,209.73081849,53.1064748,6.829999923706055,A2
78359,143149,239.97941291,-33.38528447,6.829999923706055,A0V
79477,145412,243.29944839,-49.88464283,6.829999923706055,A0V
82079,150596,251.48738029,-61.66341362,6.829999923706055,A0V
92869,175841,283.85689766,40.17714943,6.829999923706055,A2
105779,203725,321.34773322,-45.16186626,6.829999923706055,A0III
105833,204133,321.5309211,18.06510254,6.829999923706055,A0
106409,205331,323.29215741,48.3034555,6.829999923706055,A1III
117734,223785,358.16610437,-18.56186826,6.829999923706055,A1V
4584,5638,14.67957818,47.03660631,6.840000152587891,A0
10144,12543,32.62430027,81.4820162,6.840000152587891,A3
11812,15683,38.09295895,40.27250268,6.840000152587891,A0
18499,24689,59.3179275,41.88065989,6.840000152587891,A2
19440,26336,62.4547304,-3.57352788,6.840000152587891,A0
20556,27636,66.05814198,51.93711731,6.840000152587891,A2
27259,38805,86.67537931,-36.23131066,6.840000152587891,A3V
27555,39294,87.53895963,-32.80921962,6.840000152587891,A1V
28429,40439,90.06009878,33.13693491,6.840000152587891,A2
31565,46294,99.10003157,59.66451404,6.840000152587891,A0
35095,56910,108.87127331,-58.54263984,6.840000152587891,A2/3mA4-A7
38707,64894,118.87161042,-19.04739028,6.840000152587891,A3III/IV
38789,65102,119.09047757,-20.46324858,6.840000152587891,A0V
45714,80726,139.7891712,-56.365597,6.840000152587891,A3Vs
69092,123523,212.12080336,-11.82943235,6.840000152587891,A2
72627,130697,222.74470315,-42.82245636,6.840000152587891,A2V
75825,138302,232.34704372,47.71343687,6.840000152587891,A0
80379,148281,246.11002078,52.28936618,6.840000152587891,A0
83876,155104,257.13976178,24.48660718,6.840000152587891,A0
86179,159908,264.15328583,13.81328474,6.840000152587891,A3
90031,169487,275.54910559,51.54193453,6.840000152587891,A2
94236,178954,287.7427019,-6.62180763,6.840000152587891,A0
95435,182571,291.18910984,16.95705708,6.840000152587891,A0
97915,188383,298.46950633,26.59347022,6.840000152587891,A0
101676,195459,309.14981118,-71.0713814,6.840000152587891,A0IV
102959,198501,312.90092947,-27.99526294,6.840000152587891,A1m...
106293,205116,322.92662929,48.58466541,6.840000152587891,A0III:
109191,210431,331.79472173,72.37274194,6.840000152587891,A0
113766,217715,345.58767421,23.34047999,6.840000152587891,A0
115484,220485,350.91002962,54.03096165,6.840000152587891,A2
117962,224155,358.90709245,8.22329782,6.840000152587891,A0
2948,3431,9.36004985,40.33238095,6.849999904632568,A0
13085,17490,42.05494154,-3.61915487,6.849999904632568,A0
17572,23410,56.4533419,23.14725691,6.849999904632568,A0V
22136,30397,71.45682083,-34.00504529,6.849999904632568,A0V
26838,37670,85.48634612,35.6313303,6.849999904632568,A0
29357,42084,92.81594385,47.90683954,6.849999904632568,A2
29561,43504,93.42403394,-51.66746476,6.849999904632568,A2/A3V
31001,45721,97.59170762,28.21213046,6.849999904632568,A2
38079,63485,117.05203349,-24.57721426,6.849999904632568,A0V
42544,74105,130.08804893,-42.38928047,6.849999904632568,A3V
42984,75893,131.40889463,-77.07527665,6.849999904632568,A1V
50308,88295,154.07162789,78.94696308,6.849999904632568,A0
50508,89363,154.73956327,17.70593296,6.849999904632568,A0
57253,102036,176.09916174,-20.69574674,6.849999904632568,A2/A3V
59366,105824,182.69726579,39.89153702,6.849999904632568,A3
63287,112565,194.54509467,-47.06493358,6.849999904632568,A1III/IV
69265,123980,212.69907867,0.79966007,6.849999904632568,A2
78761,145309,241.20395078,70.26165298,6.849999904632568,A0
92800,175427,283.63689006,20.61530644,6.849999904632568,A0
99849,192505,303.86825346,-7.53138167,6.849999904632568,A2
101223,195481,307.77549185,15.80764472,6.849999904632568,A2
105782,203893,321.35376301,-14.2773392,6.849999904632568,A0V
107585,207204,326.85329376,-4.60861838,6.849999904632568,A2
112434,215757,341.62327629,54.87209555,6.849999904632568,A0
112500,215869,341.82874074,53.38184569,6.849999904632568,A2
116765,222407,354.97027373,63.72543995,6.849999904632568,A2
2431,2760,7.74962079,-10.08465275,6.860000133514404,A3
3459,4228,11.05984552,-49.38589162,6.860000133514404,A3V
3736,4536,11.99596032,51.44478211,6.860000133514404,A0
14672,19568,47.39419645,19.38075093,6.860000133514404,A0
17168,22766,55.16148159,28.7734294,6.860000133514404,A0...
22848,31306,73.73493713,8.60000165,6.860000133514404,A0
23493,32468,75.75819489,-8.66314367,6.860000133514404,A0
24379,33704,78.45521702,37.03275591,6.860000133514404,A0
25748,35607,82.46458685,60.26859874,6.860000133514404,A0
26510,37410,84.56368626,-4.1081877,6.860000133514404,A2
29929,44295,94.52310436,-53.55917269,6.860000133514404,A3m...
29975,43646,94.65734183,29.78152955,6.860000133514404,A0
33957,53494,105.69069162,-49.92800951,6.860000133514404,A2III
36281,58520,112.03605769,46.52181254,6.860000133514404,A2
36636,59880,113.01123157,2.72542922,6.860000133514404,A0
43068,72520,131.59487584,82.23933232,6.860000133514404,A0
43805,76352,133.82126479,-11.37163694,6.860000133514404,A0
44180,76924,134.99150012,26.43446538,6.860000133514404,A2
